MovieTitle,ReleaseYear,RunTime,Genres,DirectorName,Rating,Studio,OriginCountry,OriginalLanguage,cast
Like Stars on Earth,2007,162 mins   More at IMDb TMDB  Report this page,Drama,Aamir Khan,4.00 out of 5,Aamir Khan Productions,India,Hindi,"Darsheel Safary, Aamir Khan, Tisca Chopra, Tanay Chheda, Vipin Sharma, Sachet Engineer, Girija Oak, Bugs Bhargava, Shankar Sachdev, Ravi Khanvilkar, Lalita Lajmi, Meghna Malik, M. K. Raina, Ayaan, Veer Mohan, Aniket Engineer"
Finch,2021,115 mins   More at IMDb TMDB  Report this page,"Science Fiction, Adventure, Drama",Miguel Sapochnik,3.40 out of 5,Amblin Entertainment,USA,English,"Tom Hanks, Caleb Landry Jones, Oscar Avila, Lora Martinez-Cunningham, Marie Wagenman, Emily Jones"
Dinner for Schmucks,2010,114 mins   More at IMDb TMDB  Report this page,Comedy,Jay Roach,2.65 out of 5,Paramount Pictures,USA,English,"Paul Rudd, Steve Carell, Stephanie Szostak, Jemaine Clement, Zach Galifianakis, Lucy Punch, Bruce Greenwood, David Walliams, Ron Livingston, Larry Wilmore, Kristen Schaal, P.J. Byrne, Andrea Savage, Nick Kroll, Randall Park, Lucy Davenport, Chris O'Dowd, Jeff Dunham, Octavia Spencer, Patrick Fischler, Rick Overton, Eric Winzenried, Nicole LaLiberte, Maria Zyrianova, Alex Borstein, Blanca Soto"
Tinker Bell and the Lost Treasure,2009,81 mins   More at IMDb TMDB  Report this page,"Animation, Family, Adventure, Fantasy",Klay Hall,3.21 out of 5,DisneyToon Studios,India,English,"Mae Whitman, Jesse McCartney, Jane Horrocks, Lucy Liu, Raven-Symoné, Kristin Chenoweth, Angela Bartys, Anjelica Huston, Rob Paulsen, Jeff Bennett, Grey DeLisle, John DiMaggio, Eliza Pollack Zebert, Bob Bergen, Roger Craig Smith, Allison Roth, Thom Adcox-Hernandez, Pamela Adlon, Julie Garnye"
Total Recall,2012,118 mins   More at IMDb TMDB  Report this page,"Science Fiction, Thriller, Action",Len Wiseman,2.52 out of 5,Total Recall,Canada,English,"Colin Farrell, Jessica Biel, Kate Beckinsale, Bill Nighy, John Cho, Bryan Cranston, Dylan Smith, Cam Clarke, Bokeem Woodbine, Will Yun Lee, Natalie Lisinska, Milton Barnes, Stephen MacDonald, James McGowan, Michael Therriault, Mishael Morgan, Linlyn Lue, Andrew Moodie, Kaitlyn Leeb, Leo Guiyab, Nykeem Provo, Steve Byers, Danny Waugh, Geoffrey Pounsett, Jesse Bond, Warren Belle, Vincent Rother, Matthew Nette, Brooks Darnell, Brett Donahue, James Downing, Simon Sinn, Lisa Chandler, Miranda Jade, Shereen Airth, Philip Moran, Leigh Folsom Boyd, Emily C. Chang, Clive Ashborn, Bill Coulter, Merella Fernandez, Alicia-Kay Markson, Brian Rodriguez, Bridget Hoffman, Brian T. Delaney, J.J. Perry"
Kill,2023,105 mins   More at IMDb TMDB  Report this page,"Action, Crime, Drama, Thriller",Nikhil Nagesh Bhat,3.53 out of 5,Sikhya Entertainment,India,Hindi,"Lakshya Lalwani, Raghav Juyal, Tanya Maniktala, Ashish Vidhyarthi, Abhishek Chauhan, Harsh Chhaya, Adrija Sinha, Meenal Kapoor, Madhu Raja, Arun Thakur, Mukesh Chandelia, Aman Ball, Kashyap Kapoor, Calib Logan, Akash Pramanik, Pratap Verma, Shivam Parmar, Komal Chhabria, Nazneen Madan, Jatinder, Vipan Dhavan, Tajinder, Janvi Bansal, Nandini, Ashok Pandey, Parth Tiwari, Saurabh Singh Chauhan, Bhupinder, Shubhranjan, Prashant Sitansh, Belal Shanu, Moses Marton, Anil Sansare, Vivek Kashyap, Ashish Shirke, Akshay Vichare, Devaang Bagga, Mohit Tripathi, Subhan, Sameer, Riyaz Khan, Sahil Gangurde, Aman Waleski, Awdhesh Mishra, Sharuq, Shakti Singh, Manoj Diwakar, Rupesh Kumar, Manish Pandey, Nikhil Kumar, Yakub, Sajid, Bilal, Amaan, Ashraf, Faizal Sheikh, Jaswant Singh Jassi, Pramod Kumar, Mohammed Javed, Sandeep Shridhar Dhabale, Avanish Pandey, Jitendra Sharma, Dip Boval, Ajitabh Sengupta, Ravi Bhushan, Sahil Takhi, Priyam Gupta, Reyansh Goswami, Monica, Harinder Singh, Mahinder Chauhan, Jake Kashyap, Bhupendra Malhotra, Ashok Singh, Sajid Anwar, Manoj Modi, Ravi Sanghavi, Vishrut Kalra, Bela Fernandes, Komal Sharma, Yakub Ansari"
Tinker Bell and the Great Fairy Rescue,2010,76 mins   More at IMDb TMDB  Report this page,"Animation, Adventure, Fantasy, Family",Bradley Raymond,3.31 out of 5,DisneyToon Studios,India,English,"Mae Whitman, Lauren Mote, Michael Sheen, Pamela Adlon, Lucy Liu, Raven-Symoné, Kristin Chenoweth, Angela Bartys, Rob Paulsen, Jeff Bennett, Jesse McCartney, Cara Dillon, Faith Prince"
The Lunchbox,2013,104 mins   More at IMDb TMDB  Report this page,"Drama, Romance",Ritesh Batra,4.05 out of 5,DAR Motion Pictures,France,Hindi,"Irrfan Khan, Nimrat Kaur, Nawazuddin Siddiqui, Lillete Dubey, Nasirr Khan, Bharati Achrekar, Nakul Vaid, Yashvi Punneet Nagar, Denzil Smith, Shruti Bapna, Lokesh Rai, Vidhya Dhar, Sadashiv Kondaji Pokarkar, Aarti Rathod, Krishna Bai, Raj Rishi More, Santosh Kumar Chaurasiya, Swapnil Shirirao, Avijit Khanwilkar, Aakash Sinha, Xavier Hodges, Rosemary Hodges, Hubart Vossoaker, Rosemary Vossoaker, Flory Vossoaker, Sebastian Vossoaker, Quitira Vossoaker, Baaburao Sankpal, Chandrakantha Rajani, Kancha Karki, Ravindra Dubey, Narendra Arora, Ashwin Desai, Mahesh Mahadev Salavkar, Krishna Mandal, Calvin Desilva, Craig Narona, Kyeron Kandoria, Shubh Jadav"
Apur Sansar,1959,105 mins   More at IMDb TMDB  Report this page,Drama,Satyajit Ray,4.36 out of 5,Satyajit Ray Productions,India,"Bengali, Bangla","Soumitra Chatterjee, Sharmila Tagore, Alok Chakravarty, Swapan Mukherjee, Dhiresh Majumdar, Sefalika Devi, Dhiren Ghosh, Shanti Bhattacherjee, Abhijit Chatterjee, Belarani Devi, Jogesh Chatterjee, Tushar Bandyopadhyay, Gupi Banerjee, Panchanan Bhattacharya, Jiten Bhons, Asha Devi, Bechu Singha"
The White Tiger,2021,125 mins   More at IMDb TMDB  Report this page,Drama,Ramin Bahrani,3.47 out of 5,Lava Media,India,English,"Adarsh Gourav, Rajkummar Rao, Priyanka Chopra Jonas, Mahesh Manjrekar, Vijay Maurya, Kamlesh Gill, Swaroop Sampat, Tawhid Rike Zaman, Vedant Sinha, Nalneesh Neel, Mahesh Pillai, Aaron Wan, Abhishek Khandekar, Ram Naresh Diwakar, Harshit Mahawar, Sanket Shanware, Solanki Diwakar, Wen Jiabao, Manmohan Singh, Adarsh Gourav"
Need for Speed,2014,131 mins   More at IMDb TMDB  Report this page,"Action, Drama, Crime, Thriller",Scott Waugh,2.65 out of 5,DreamWorks Pictures,India,English,"Aaron Paul, Dominic Cooper, Imogen Poots, Kid Cudi, Rami Malek, Ramón Rodríguez, Harrison Gilbertson, Dakota Johnson, Stevie Ray Dallimore, Michael Keaton, Alan Pflueger, Brian L. Keaulana, Logan Holladay, Carmela Zumbado, Jalil Jay Lynch, Nick Chinlund, Chad Randall, Buddy Joe Hooker, Rich Rutherford, Tony Brakohiapa, Brent Fletcher, Paul Dallenbach, Kanin Howell, Michael Rose, Beth Waugh, E. Roger Mitchell, Antoni Corone, Frank Brennan, Tara Jones, Han Soto, Jill Jane Clements, Rick Shuster, John Gatins, Kerry Gatins, Adora Dei, Charles Black, Tierre Turner, Michael C. Smith, Tim Gilbert, Mike Massa, John C. Meier, Thomas Rosales Jr., Jacki Hill, Chloe Warren, Chelsea Small, AnnaCorey, Libby Blake, Lil Cory, Sir Maejor"
Lost Ladies,2023,123 mins   More at IMDb TMDB  Report this page,"Drama, Comedy, Romance",Kiran Rao,4.02 out of 5,Aamir Khan Productions,India,Hindi,"Nitanshi Goel, Pratibha Ranta, Sparsh Shrivastava, Ravi Kishan, Chhaya Kadam, Geeta Agrawal Sharma, Pankaj Sharma, Abeer Sandeep Jain, Rachna Gupta, Kirti Jain, Balram Ji, Dawood Hussain, Pranjal Pateriya, Samarth Mahor, Bhaskar Jha, Satendra Soni, Durgesh Kumar, Kanupriya Rishimum, Sanjay Dogra, Shad Mohamad, Ravi Kapadia, Vivek Sawrikar, Ranjana Tiwari, Arjun Singh, Narendra Khatri, Kishore Soni, Aparna Upadhyay, Savita Malviya, Khusbhoo Chowbidkar, A M Dhannu Lal, Govind Lovaniya, Aman Shrivastava, Tapasya Ji, Aadarsh, Rahul Rajawat, Atishay Akhil, Basu Soni, Abhay Shankar Dubey, Mahesh Parmar, Hemant Soni"
Maharaja,2024,141 mins   More at IMDb TMDB  Report this page,"Mystery, Thriller, Action",Nithilan Saminathan,3.81 out of 5,Passion Studios,India,Tamil,"Vijay Sethupathi, Anurag Kashyap, Sachana Namidass, Natarajan Subramaniam, Abhirami, Mamta Mohandas, Aruldoss, Munishkanth, Kalki Raja, Saravana Subbiah, Vetrivel Raja, Manikandan, Singampuli, Vinod Sagar, Baby Shynika, Bharathiraja, P.L. Thenappan, Kaalaiyan, Divyabharathi, Mohan Raman, Poovaiyar, Poster Nandakumar, Mullai Arasi, Supergood Subramani, Lizzie Antony, Sangeetha Venkatesh, Sreeja Ravi, Pitchaikaran Moorthy, Pradeep K Vijayan, Hello Kandasamy, A. Govindamurthy, Samarth Kaimliya, Bash Luks"
Om Shanti Om,2007,169 mins   More at IMDb TMDB  Report this page,"Drama, Comedy, Thriller",Farah Khan,3.98 out of 5,Red Chillies Entertainment,India,Hindi,"Shah Rukh Khan, Deepika Padukone, Arjun Rampal, Shreyas Talpade, Kirron Kher, Nitesh Pandey, Shawar Ali, Yuvika Chaudhary, Satish Shah, Juhi Chawla Mehta, Javed Sheikh, Masood Akhtar, Hrithik Roshan, Preity Zinta, Vishal Dadlani, Abhishek Bachchan, Rishi Kapoor, Subhash Ghai, Amitabh Bachchan, Akshay Kumar, Dharmendra, Priyanka Chopra Jonas, Rekha, Salman Khan, Sanjay Dutt, Mithun Chakraborty, Kajol, Jeetendra, Karisma Kapoor, Malaika Arora, Saif Ali Khan, Rani Mukerji, Sunil Dutt, Uday Chopra, Bipasha Basu, Bappi Lahiri, Chunky Pandey, Feroz Khan, Koena Mitra, Karan Johar, Rakesh Roshan, Shabana Azmi, Sanjay Kapoor, Yash Chopra, Ameesha Patel, Dia Mirza, Zayed Khan, Vidya Balan, Tusshar Kapoor, Shilpa Shetty Kundra, Urmila Matondkar, Arbaaz Khan, Dino Morea, Amrita Arora, Aftab Shivdasani, Tabu, Govinda, Bobby Deol, Lara Dutta, Ritesh Deshmukh, Farah Khan, Suniel Shetty, Gauri Khan, Mushtaq Sheikh, Kareena Kapoor Khan, Lin Laishram, Nassar Abdulla"
The Foreigner,2017,113 mins   More at IMDb TMDB  Report this page,"Action, Crime, Thriller",Martin Campbell,3.19 out of 5,Sparkle Roll Media,China,English,"Pierce Brosnan, Jackie Chan, Rory Fleck-Byrne, Ray Fearon, Charlie Murphy, Orla Brady, Michael McElhatton, Lia Williams, Dermot Crowley, Stephen Hogan, Liu Tao, Katie Leung, Simon Kunz, Pippa Bennett-Warner, Roberta Taylor, Rufus Jones, Niall McNamee, Jorge Leon, Dilyana Bouklieva, Mark Tandy, Paul Terry, Dino Fazzani, Lee Nicholas Harris, Branwell Donaghey, Dolly Jagdeo, Glenn Webster, James O'Donnell, Sean Campion, Ilan Goodman, Ryan Early, David Annen, Simon Lenagan, Caolan Byrne, Ekran Mustafa, Mike Ray, Michael Billington, Rohan Mehra, Adrian McGaw, Glen Stanway, Pete Meads, Gerald Tomkinson, Chris Groundsell, Billy Totham, Jane Thorne, Shaun Lucas, Bron James, Edward Scott-Clarke, Dan Twine, Matt Rentell, Tim Baros, Mark Windham, Emma Jerrold, Alexander Cooper, Pamela Betsy Cooper, Donna Bernard, Aaron Monaghan, David Pearse, Scott Sparrow, Seán Gleeson, Thusitha Jayasundera, Jonathan Cullen, Grainne Keenan, Stuart Graham, Julian Druker, Robin Oakley, Aden Gillett, Charlie Bewley, Bill Buckhurst, Neal Beagley, Roberto Gomez Martin, Kevin Hudson, Hugh Irvine, Yangmeizi Wang, Yuchen Xie, Liang Hao, Lasco Atkins, David J Biscoe, David Cromarty, Tom Dab, Caroline Glass, Philip Harvey, Kornelia Horvath, Garry Marriott, Mark Ryder, Maurice Sardison, Charlotte Worwood, Roseline Yale, Joe Watts, John Cronin"
Aparajito,1956,110 mins   More at IMDb TMDB  Report this page,Drama,Satyajit Ray,4.25 out of 5,Epic Productions,India,"Bengali, Bangla","Karuna Banerjee, Smaran Ghosal, Pinaki Sengupta, Kanu Bannerjee, Santi Gupta, Ramani Sengupta, Ranibala, Sudipta Roy, Ajay Mitra, Charuprakash Ghosh, Subodh Ganguli, Hemanta Chatterjee, Kamala Adhikari, Lalchand Banerjee, Kali Bannerjee, Panchanan Bhattacharya, Debabrata Chakraborty, Harendrakumar Chakravarti, Meenakshi Devi, Anil Mukherjee, Shibnarayan Nag, Bhaganu Palwan, K.S. Pandey, Saraswati Pandey, Kalicharan Roy, Keya Sengupta, Mani Srimani, Udayshankar Tiwari"
I Am Number Four,2011,109 mins   More at IMDb TMDB  Report this page,"Adventure, Action, Science Fiction, Thriller",D.J. Caruso,2.36 out of 5,Touchstone Pictures,India,English,"Alex Pettyfer, Dianna Agron, Teresa Palmer, Timothy Olyphant, Kevin Durand, Callan McAuliffe, Jake Abel, Garrett M. Brown, Patrick Sebes, Emily Wickersham, Jeff Hochendoner, Greg Townley, Reuben Langdon, Molly McGinnis, Brian Howe, Andy Owen, Sophia Anne Caruso, Charles Carroll, L. Derek Leonidoff, Sabrina de Matteo, Cooper Thornton, Judith Hoag, Jack Walz, Bill Laing, Beau Mirchoff, Cody Johns, Isabella Robbins, Damien Walters, Jon Braver, Kevin Cassidy, Matt Leonard, Nash Edgerton, Carrick O'Quinn, Tim Sitarz, Steve Upton, Tucker Albrizzi, Megan Follows, Andre' Mason, Brenna Roth, Morgan Wolk, Jackson Nunn"
The House with a Clock in Its Walls,2018,105 mins   More at IMDb TMDB  Report this page,"Comedy, Horror, Fantasy, Family",Eli Roth,2.73 out of 5,Reliance Entertainment,India,English,"Jack Black, Cate Blanchett, Owen Vaccaro, Kyle MacLachlan, Renée Elise Goldsberry, Colleen Camp, Sunny Suljic, Lorenza Izzo, Braxton Bjerken, Vanessa Anne Williams, Ricky Muse, Charles Green, De'Jon Watts, Aaron Beelner, Joshua Phillips, Christian Calloway, Caleb Lawrence, Dylan Gage, Jalyn Hall, Jackson T. Giles IV, Eli Roth, Alli Beckman, Emily Brobst"
Dangal,2016,161 mins   More at IMDb TMDB  Report this page,"Comedy, Family, Drama",Nitesh Tiwari,3.93 out of 5,Aamir Khan Productions,India,Hindi,"Aamir Khan, Fatima Sana Shaikh, Sanya Malhotra, Zaira Wasim, Suhani Bhatnagar, Aparshakti Khurana, Girish Kulkarni, Sakshi Tanwar, Vivan Bhatena, Ritwik Sahore, Ravi Aneja, Anuraag Arora, Mahesh Balraj, Anmol Charan, Karamveer Choudhary, Ishika Gagneja, Badrul Islam, Jagbir, Olamilekan Akanbi Jason, Hafiz Khan, Sumit Khanna, Meenu Prajapati, Ansh Rathore, Shishir Sharma, Gurpreet Toti"
12th Fail,2023,146 mins   More at IMDb TMDB  Report this page,Drama,Vidhu Vinod Chopra,4.12 out of 5,Vidhu Vinod Chopra Productions,India,Hindi,"Vikrant Massey, Medha Shankr, Anant Joshi, Anshumaan Pushkar, Priyanshu Chatterjee, Geeta Agrawal Sharma, Harish Khanna, Vikas Divyakirti, Sarita Joshi, Sam Mohan, Neeraj Kalra, Sonal Jha, Vidhu Vinod Chopra, Abhishek Sengupta, Vijay Rajoria, Bhupendra Taneja, Sanjay Bishnoi, Perry Chhabra, Radhika Joshi, Gurleen Arora, Rahul Dev Shetty, Chhavi Tandon, Darius Chenoy, Geeta Sodhi, Deepak Arora"
Kabhi Khushi Kabhie Gham,2001,209 mins   More at IMDb TMDB  Report this page,"Comedy, Drama",Karan Johar,3.87 out of 5,Dharma Productions,India,Hindi,"Amitabh Bachchan, Shah Rukh Khan, Hrithik Roshan, Kajol, Jaya Bachchan, Kareena Kapoor Khan, Rani Mukerji, Farida Jalal, Jugal Hansraj, Alok Nath, Kavesh Majmudar, Parzaan Dastur, Simone Singh, Johnny Lever, Jibraan Khan, Achala Sachdev, Aryan Khan, Himani Shivpuri, Sushma Seth, Shashikala, Tamzin Griffin, Ramona Sunavala, Jeroo Writer, Vikas Sethi, Malvika Raaj, Holly Holdsworth, Jessey Lever, Amar Adatia, Amith Rahman, Ali Haji, Bharat Mistri, Samir Shah, Amar Talwar"
PK,2014,153 mins   More at IMDb TMDB  Report this page,"Comedy, Science Fiction, Drama",Rajkumar Hirani,3.78 out of 5,Rajkumar Hirani Films,India,Hindi,"Aamir Khan, Anushka Sharma, Saurabh Shukla, Boman Irani, Sushant Singh Rajput, Sanjay Dutt, Parikshat Sahni, Reema Debnath, Rukhsar Rehman, Sachin Parikh, Brijendra Kala, Sai Gundewar, Karim Hajee, Maanvi Gagroo, Anil Charanjeett, Amardeep Jha, Plabita Borthakur, Rajiv Gupta, Shaji Choudhary, Ram Sethi, Rohitashv Gour, Ranbir Kapoor"
Pan,2015,111 mins   More at IMDb TMDB  Report this page,"Fantasy, Adventure, Action, Family",Joe Wright,2.27 out of 5,Moving Picture Company,India,English,"Levi Miller, Garrett Hedlund, Hugh Jackman, Rooney Mara, Adeel Akhtar, Nonso Anozie, Amanda Seyfried, Kathy Burke, Cara Delevingne, Na Tae-joo, Gabriel Andreu, Jack Charles, Bronson Webb, Mike Shepherd, Brian Bovell, Kurt Egyiawan, Jimmy Vee, Lewis MacDougall, Spencer Wilding, Neil Bell, Phill Martin, Giacomo Mancini, Paul Hunter, Michael Ryan, Jamie Beamish, Dean Nolan, Orlando Loo Alfred, Aaron Monaghan, Jack Lowden, Paul Kaye, Emerald Fennell, Ami Metcalf, Amanda Lawrence, Nicholas Agnew, Harry Lister Smith, Amy Morgan, Debra Leigh-Taylor, Salo Gardner, Oliver Payne, Louis Partridge, Toby Oliver, Dillon Mitra, James McNamara, Delante Johnson, Zak Holland, Samuel Brown, Matthew Brandon, Alexander Bracq, Andres Austin Bennett, Charlie Attwater, Tatsujiro Oto, Tom Afiyan, Tunji Lucas, Stephan Genovese, Fabiann Fatinikun, Mariano Venida, Alex Sark-Geissler, Nicholas Marshall, Elizabeth Haruna, Adrian Derrick-Palmer, Tola Bishi, Kavern Batchelor, William Wright-Neblett, Ben Smith, Zakk Pierce, Aaran Mitra, Wilson Mbomio, Jacob Greener-Tofts, Ray Calleja, Benjamin Callinicos, Robin Harvey, Jamie Wilson, Dante Olaseni, Mark Epstein, Adrian Bronin, Clem So, Robin George, Amber Sienna, Deborah Rosan, Heather Ewart, Kwame Augustine, Leni Zieglmeier"
The Turning,2020,94 mins   More at IMDb TMDB  Report this page,"Thriller, Horror",Floria Sigismondi,1.83 out of 5,DreamWorks Pictures,India,English,"Mackenzie Davis, Finn Wolfhard, Brooklynn Prince, Mark Huberman, Niall Greig Fulton, Kim Adis, Joely Richardson, Denna Thomsen, Barbara Marten, Karen Egan, Darlene Garr"
Tumbbad,2018,113 mins   More at IMDb TMDB  Report this page,"Horror, Fantasy",Rahi Anil Barve,3.68 out of 5,Filmgate Films,India,Hindi,"Sohum Shah, Mohammad Samad, Harsh K., Jyoti Malshe, Dhundiraj Prabhakar Jogalekar, Rudra Soni, Madhav Hari Joshi, Piyush Kaushik, Anita Date-Kelkar, Deepak Damle, Cameron Anderson, Ronjini Chakraborty, Harish Khanna, Ratnabali Chatterjee, Raghubir Yadav, Arohi Radhakrishnan, Anika Radhakrishnan"
Zindagi Na Milegi Dobara,2011,154 mins   More at IMDb TMDB  Report this page,"Romance, Drama, Comedy",Zoya Akhtar,3.96 out of 5,Excel Entertainment,India,Hindi,"Hrithik Roshan, Abhay Deol, Farhan Akhtar, Katrina Kaif, Kalki Koechlin, Naseeruddin Shah, Ariadna Cabrol, Deepti Naval, Anisa, Suhel Seth, Anisa Butt, Aashrita Kamath, Lolo Herrero, Ravi Khemu, Raaghav Chanana, Anuradha Chandan, Prashant Prakash, Stojan Petrov, Mandi Sidhu, Gulnaaz Khan, Supreet Bedi"
Dilwale Dulhania Le Jayenge,1995,190 mins   More at IMDb TMDB  Report this page,"Drama, Comedy, Romance",Aditya Chopra,3.98 out of 5,Yash Raj Films,India,Hindi,"Kajol, Shah Rukh Khan, Amrish Puri, Farida Jalal, Anupam Kher, Pooja Ruparel, Parmeet Sethi, Satish Shah, Mandira Bedi, Achala Sachdev, Himani Shivpuri, Karan Johar, Arjun Sablok, Anaita Shroff Adajania, Uday Chopra, Hemlata Deepak, Lalit Tiwari, Baby Raashi, Baby Nupur, Shanker Iyer, Rajesh Bhatija, Govind Khatri, Mansoor Merchant, Mohit Kumar, Damyanti Puri, Surendra Rahi"
Gangubai Kathiawadi,2022,157 mins   More at IMDb TMDB  Report this page,"Drama, History, Crime",Sanjay Leela Bhansali,3.84 out of 5,Bhansali Productions,India,Hindi,"Alia Bhatt, Ajay Devgn, Shantanu Maheshwari, Indira Tiwari, Seema Pahwa, Vijay Raaz, Jim Sarbh, Chhaya Kadam, Anmol Kajani, Rahul Vohra, Huma Qureshi, Varun Kapoor, Chum Darang, Raza Murad, Prashant Kumar, Mitali Jagtap, Pallavi Jadhav, Kruti Saxena, Sonal Sagore, Baldev Tehran, Jahangir Khan, Faiz Khan, Abhirami Bose"
Bramayugam,2024,140 mins   More at IMDb TMDB  Report this page,"Horror, Thriller, Drama",Rahul Sadasivan,3.82 out of 5,Y NOT Studios,India,Malayalam,"Arjun Ashokan, Mammootty, Sidharth Bharathan, Manikanda Achari, Amalda Liz, Aluva Sheeba Sebastian, Akash Chandran, Rafnas Rafeek, Sergi, Andrè, Nikola, Stas, Zabi, Vitalii, Alex, Dmitri Sergeev, Sergé, Andrey, Denis Vostrikov, Zenya, Esenin Egor"
Jawan,2023,169 mins   More at IMDb TMDB  Report this page,"Thriller, Action, Crime",Atlee,3.27 out of 5,Red Chillies Entertainment,India,Hindi,"Shah Rukh Khan, Nayanthara, Vijay Sethupathi, Deepika Padukone, Sanjay Dutt, Priyamani, Sanya Malhotra, Girija Oak, Lehar Khan, Sanjeeta Bhattacharya, Aaliyah Qureishi, Sunil Grover, Ridhi Dogra, Seeza Saroj, Yogi Babu, Mukesh Chhabra, Ashlesha Thakur, Siddharth Bhardwaj, Smita Tambe, Omkar Das Manikpuri, Sangay Tsheltrim, Eijaz Khan, Raviraj Kande, Bharat Raj, Kenny Basumatary, Utsav Narula, Viraj Ghelani, Vijay Sanap, Naresh Gosain, Ashwin Goshal, Ravindra Vijay, Boxer Dheena, Jaffer Sadiq, Sukhi Garewal, Direndo Loitangbam, Vivek Raghuvanshi, Umakant Patil, Abiral Limboo, Debbie Thokchom, R. Ganesh Gurung, Devin Lulla, Mohammad Saad, Jayant Mangore, Umesh Thakur, Chirjyot Singh, Sabita Mishra, Hariom Kaushik, Sandeep Pednekar, Manahar Kumar, Ritooja Shinde, Manika Mehrotra, Akshay Datta, Ankush Deshmukh, Rajan Kavatra, Ankit Arora, Leesha Eclairs, Anshu Varshney, Priyadarshini Rajkumar, Sirisha Hanumanth, Janani Samathanam, Prachi Hadaa, Pooja Satheesh, Subadra Vedantham, Dayana Jaya Rani, Sarumathi Gunachandran, Shweta Jayachandran, Vishushniya Bharathi V., Mahalakshmi Raja, Shayema Reyaldeen, Bipin Nadkarni, Chhaya Kadam, Dhananjay Singh, Jayant Rawal, Nimesh Diliprai, Rajesh Yadav, Abhishek Deswal, Guru Haryani, Sharad Vyas, Harish Khatri, Birendra Yadav, Astha Agarwal, Benedict Garrett, Ayodele Godwin Idowu, Parminder Singh, Melroy Dsilva, Dennis Wu, Himanshu Dokani, Ranji Kwatra, Peeyush Patil, Manchu Manoj, Sanjay Sharma, Pradeep Bajpai, Mythili, Prem Nath Gulati, Nandhita, Priya Venkat, Catherine J, Saranya Balakrishnan, Varsha Sivaraman, Gayathri, Evilin, Vibhawari Misquitta, Priyansh Vatiani, Arijit Gaurav, Arzoo Soni, Lavya Sheety, Shaurya Sharma, Reha Sukheja, Sharodiya Choudhury, Achint Marwah, Happy Ranjit, Sudhanva Deshpande, Shivraj Walvekar, Mohammed Sahidur Rahaman, Manohar Joshi, Zeba Hussain, Tarun Chirawdia, Vashishta Lulla, Mandeep, Manjeet, Neha Tiwari, Amit Lekhawani, Saransh Taneja, Shalaka Apte, Abhishek Roshan Verma, Sumit Chandra, Vidhi Khanna, Tanya Sharma, Saurabh Chaturvedi, Riyanka Acharya, Katish Jain, Aditya Patel, Adit Gupta, Dipti Avlani, Anmol Oberoi, Rupali Yadav, Priya Gauttam, Pixie Mahajan, Sachin Shetty, Harbhajan, Sajan Kumar, Tithee, Amruta Vedpathak, Natalia, Emilie, Flora Jacob, Rini Pant, Jinash Jain, Aditya Raj, Darshan, Farisha, Princey, Mayank, Fenny Rathod, Jiyanshi, Vihan Thakur, Mohan Kuldeep, Samarth Mahadev, Arnav, Zareen, Parth Rawal, Additi Sutar, Shaurya, Avni, Priyanka Gill, Divya, Subek, Kashish, Chaitanya Shah, Swastik Tiwari, Mayank, Darshan, Saiyam Jain, Hemlata Bane, Suvarna Patil, Anil Nambiar, Siffat Gandhi, Himanshu Rana, Vikram, Ian Stock, Ismail Shaikh, Ravya Sadhwani, Yuvan Shetty, Joshith, Isha Saraf, Sunil Parashar, Deepak Chhapru, Ravi Chaudhary, Harshad Kumar, Preetika Chauhan, Majid Khan, Goraksha Sakpal, Pratik Rawal, Vivek Radha Kumaran, Kamal Chellani, Sunny Sadhwani, Nandika Shetty, Rahul Raghani, Krishna Solgan, Rajesh Barsewal, Chandra Schanz, Kulpreet Yadav, Hitesh Sejpal, Atlee, Nanditha Sreekumar"
